	T_air_sp	CO2_air_sp
4150800	16.0	700.0
4154400	16.0	700.0
4158000	16.0	737.0
4161600	16.0	746.0
4165200	16.0	862.0
4168800	16.0	854.0
4172400	16.0	1097.0
4176000	16.0	730.0
4179600	16.0	751.0
4183200	16.0	747.0
4186800	16.0	700.0
4190400	16.0	772.0
4194000	16.0	700.0
4197600	16.0	700.0
4201200	22.0	1200.0
4204800	22.0	1490.0
4208400	23.0	1299.0
4212000	21.0	1397.0
4215600	22.0	1396.0
4219200	21.0	1299.0
4222800	16.0	778.0
4226400	15.98	740.0
4230000	16.0	700.0
4233600	15.66	800.0
4237200	15.9	800.0
4240800	15.92	800.0
4244400	15.96	800.0
4248000	16.0	800.0
4251600	16.0	800.0
4255200	16.0	800.0
4258800	15.98	800.0
4262400	16.0	800.0
4266000	15.98	800.0
4269600	15.98	800.0
4273200	15.98	800.0
4276800	16.0	700.0
4280400	16.0	700.0
4284000	16.0	700.0
4287600	22.0	1201.0
4291200	22.0	1490.0
4294800	23.0	1213.0
4298400	23.0	1206.0
4302000	16.0	700.0
4305600	21.0	1299.0
4309200	16.0	778.0
4312800	16.0	761.0
4316400	16.0	700.0
4320000	16.0	700.0
4323600	15.78	800.0
4327200	15.9	800.0
4330800	15.98	800.0
4334400	15.96	800.0
4338000	15.96	800.0
4341600	16.0	800.0
4345200	16.0	800.0
4348800	16.0	800.0
4352400	16.0	800.0
4356000	16.0	800.0
4359600	16.0	800.0
4363200	16.0	739.0
4366800	16.0	700.0
4370400	16.0	700.0
4374000	22.0	1201.0
4377600	22.0	1490.0
4381200	22.0	1490.0
4384800	22.0	1394.0
4388400	21.0	1495.0
4392000	20.0	1200.0
4395600	16.0	894.0
4399200	16.0	795.0
4402800	16.0	892.0
4406400	16.0	700.0
4410000	16.0	700.0
4413600	16.0	700.0
4417200	16.0	800.0
4420800	15.92	800.0
4424400	16.0	800.0
4428000	16.0	700.0
4431600	16.0	700.0
4435200	16.0	700.0
4438800	16.0	700.0
4442400	16.0	896.0
4446000	16.0	777.0
4449600	16.0	800.0
4453200	16.0	700.0
4456800	16.0	700.0
4460400	22.0	1200.0
4464000	22.99	1204.0
4467600	23.0	1303.0
4471200	23.0	1303.0
4474800	22.0	1395.0
4478400	21.0	1300.0
4482000	16.0	774.0
4485600	16.0	763.0
4489200	16.0	874.0
4492800	16.0	700.0
4496400	16.0	850.0
4500000	16.0	771.0
4503600	16.0	700.0
4507200	16.0	700.0
4510800	16.0	700.0
4514400	16.0	700.0
4518000	16.0	700.0
4521600	15.9	800.0
4525200	16.0	800.0
4528800	15.9	800.0
4532400	16.0	800.0
4536000	16.0	795.0
4539600	16.0	700.0
4543200	16.0	870.0
4546800	21.0	1300.0
4550400	22.0	1200.0
4554000	22.0	1299.0
4557600	23.0	1207.0
4561200	22.0	1394.0
4564800	21.0	1299.0
4568400	16.0	900.0
4572000	16.0	749.0
4575600	16.0	890.0
4579200	16.0	700.0
4582800	16.0	700.0
4586400	15.66	800.0
4590000	15.9	800.0
4593600	15.92	800.0
4597200	15.98	800.0
4600800	15.98	800.0
4604400	15.92	800.0
4608000	15.98	800.0
4611600	15.98	800.0
4615200	16.0	800.0
4618800	16.0	800.0
4622400	16.0	738.0
4626000	16.0	700.0
4629600	16.0	777.0
4633200	16.0	1100.0
4636800	18.0	1300.0
4640400	17.0	1400.0
4644000	16.0	700.0
4647600	19.0	1200.0
4651200	16.0	700.0
4654800	16.0	700.0
4658400	16.0	800.0
4662000	16.0	776.0
4665600	16.0	700.0
4669200	16.0	700.0
4672800	16.0	700.0
4676400	16.0	800.0
4680000	15.9	800.0
4683600	16.0	800.0
4687200	15.92	800.0
4690800	16.0	800.0
4694400	15.92	800.0
4698000	15.98	800.0
4701600	15.98	800.0
4705200	15.98	800.0
4708800	15.92	800.0
4712400	16.0	700.0
4716000	16.0	700.0
4719600	16.0	700.0
4723200	16.0	776.0
4726800	16.0	700.0
4730400	16.0	883.0
4734000	16.0	700.0
4737600	18.0	1300.0
4741200	16.0	700.0
4744800	16.0	700.0
4748400	16.0	700.0
4752000	16.0	700.0
4755600	16.0	700.0
4759200	16.0	700.0
4762800	16.0	700.0
4766400	16.0	700.0
4770000	16.0	773.0
4773600	16.0	700.0
4777200	16.0	700.0
4780800	16.0	700.0
4784400	15.84	800.0
4788000	16.0	772.0
4791600	15.68	800.0
4795200	16.0	800.0
4798800	16.0	700.0
4802400	16.0	890.0
4806000	21.0	1300.0
4809600	22.94	1219.0
4813200	20.0	1300.0
4816800	18.0	1300.0
4820400	16.0	1500.0
4824000	16.0	896.0
4827600	16.0	700.0
4831200	16.0	700.0
4834800	16.0	870.0
4838400	16.0	1500.0
4842000	17.0	1400.0
4845600	19.0	1300.0
4849200	20.0	1200.0
4852800	20.0	1300.0
4856400	20.0	1298.0
4860000	20.0	1300.0
4863600	20.0	1200.0
4867200	19.0	1200.0
4870800	19.0	1300.0
4874400	19.0	1300.0
4878000	16.0	854.0
4881600	16.0	700.0
4885200	16.0	800.0
4888800	16.0	700.0
4892400	16.0	700.0
4896000	16.0	700.0
4899600	16.0	700.0
4903200	16.0	700.0
4906800	16.0	700.0
4910400	16.0	700.0
4914000	16.0	700.0
4917600	16.0	800.0
4921200	16.0	800.0
4924800	15.98	800.0
4928400	16.0	800.0
4932000	16.0	800.0
4935600	16.0	800.0
4939200	15.98	800.0
4942800	16.0	800.0
4946400	16.0	800.0
4950000	16.0	800.0
4953600	16.0	800.0
4957200	16.0	800.0
4960800	16.0	800.0
4964400	16.0	800.0
4968000	16.0	800.0
4971600	16.0	800.0
4975200	16.0	700.0
4978800	16.0	1500.0
4982400	22.0	1400.0
4986000	21.0	1500.0
4989600	19.0	1200.0
4993200	17.0	1400.0
4996800	16.0	1500.0
5000400	16.0	1500.0
5004000	16.0	800.0
5007600	16.0	700.0
5011200	16.0	700.0
5014800	16.0	700.0
5018400	16.0	800.0
5022000	16.0	800.0
5025600	16.0	800.0
5029200	16.0	800.0
5032800	16.0	800.0
5036400	16.0	800.0
5040000	16.0	800.0
5043600	16.0	800.0
5047200	16.0	800.0
5050800	16.0	800.0
5054400	16.0	800.0
5058000	16.0	700.0
5061600	16.0	1037.0
5065200	22.0	1303.0
5068800	23.0	1300.0
5072400	23.0	1397.0
5076000	23.0	1300.0
5079600	22.0	1201.0
5083200	21.0	1397.0
5086800	16.0	1500.0
5090400	16.0	800.0
5094000	16.0	1500.0
5097600	16.0	752.0
5101200	16.0	700.0
5104800	15.88	800.0
5108400	15.92	800.0
5112000	15.98	800.0
5115600	15.96	800.0
5119200	15.98	800.0
5122800	16.0	800.0
5126400	16.0	800.0
5130000	16.0	800.0
5133600	16.0	800.0
5137200	16.0	800.0
5140800	16.0	700.0
5144400	16.0	700.0
5148000	16.0	1500.0
5151600	21.0	1500.0
5155200	22.0	1396.0
5158800	23.0	1301.0
5162400	23.0	1301.0
5166000	21.0	1496.0
5169600	20.0	1200.0
5173200	16.0	900.0
5176800	16.0	800.0
5180400	22.0	1301.0
5184000	20.0	1200.0
5187600	20.0	1200.0
5191200	16.0	1500.0
5194800	19.0	1200.0
5198400	16.0	700.0
5202000	16.0	700.0
5205600	15.74	800.0
5209200	15.82	800.0
5212800	15.94	800.0
5216400	15.78	800.0
5220000	15.78	800.0
5223600	15.8	800.0
5227200	16.0	800.0
5230800	16.0	700.0
5234400	16.0	700.0
5238000	16.0	700.0
5241600	16.0	1097.0
5245200	16.0	771.0
5248800	21.0	1500.0
5252400	20.0	1500.0
5256000	20.0	1500.0
5259600	16.0	700.0
5263200	16.0	700.0
5266800	19.0	1200.0
5270400	18.0	1300.0
5274000	21.0	1360.0
5277600	20.0	1500.0
5281200	22.0	1200.0
5284800	22.0	1200.0
5288400	21.0	1400.0
5292000	21.0	1411.0
5295600	20.0	1200.0
5299200	16.0	1100.0
5302800	16.0	756.0
5306400	16.0	700.0
5310000	16.0	700.0
5313600	16.0	800.0
5317200	16.0	700.0
5320800	16.0	700.0
5324400	16.0	700.0
5328000	16.0	700.0
5331600	16.0	700.0
5335200	16.0	700.0
5338800	16.0	700.0
5342400	16.0	700.0
5346000	16.0	700.0
5349600	16.0	700.0
5353200	16.0	700.0
5356800	16.0	700.0
5360400	16.0	700.0
5364000	16.0	700.0
5367600	16.0	700.0
5371200	16.0	700.0
5374800	16.0	800.0
5378400	16.0	700.0
5382000	16.0	745.0
5385600	16.0	700.0
5389200	16.0	700.0
5392800	16.0	700.0
5396400	16.0	700.0
5400000	16.0	730.0
5403600	16.0	700.0
5407200	16.0	1079.0
5410800	21.0	1300.0
5414400	20.0	1500.0
5418000	19.0	1300.0
5421600	19.1	1289.0
5425200	16.0	700.0
5428800	16.0	1037.0
5432400	16.0	700.0
5436000	16.0	700.0
5439600	16.0	1070.0
5443200	20.0	1500.0
5446800	20.0	1300.0
5450400	17.0	1400.0
5454000	16.0	1079.0
5457600	16.0	700.0
5461200	16.0	771.0
5464800	16.0	700.0
5468400	16.0	700.0
5472000	16.0	800.0
5475600	16.0	700.0
5479200	16.0	785.0
5482800	15.49	800.0
5486400	16.0	700.0
5490000	16.0	700.0
5493600	20.0	1300.0
5497200	20.0	1500.0
5500800	22.0	1500.0
5504400	23.0	1207.0
5508000	22.0	1401.0
5511600	19.0	1300.0
5515200	16.0	1500.0
5518800	16.0	700.0
5522400	21.0	1300.0
5526000	14.66	800.0
5529600	17.02	1398.0
5533200	19.0	1200.0
5536800	20.0	1300.0
5540400	19.0	1300.0
5544000	20.0	1500.0
5547600	21.0	1500.0
5551200	22.0	1200.0
5554800	22.0	1200.0
5558400	20.0	1300.0
5562000	19.0	1200.0
5565600	20.0	1200.0
5569200	16.0	1500.0
5572800	16.0	744.0
5576400	16.0	700.0
5580000	16.0	700.0
5583600	16.0	890.0
5587200	16.0	1500.0
5590800	16.0	780.0
5594400	16.0	1046.0
5598000	16.0	900.0
5601600	16.0	1500.0
5605200	16.0	700.0
5608800	16.0	700.0
5612400	21.0	1400.0
5616000	21.0	1400.0
5619600	20.0	1200.0
5623200	22.0	1200.0
5626800	21.0	1397.0
5630400	22.0	1200.0
5634000	19.0	1300.0
5637600	20.0	1200.0
5641200	20.0	1500.0
5644800	21.0	1500.0
5648400	16.0	1500.0
5652000	16.0	700.0
5655600	16.0	700.0
5659200	16.0	1100.0
5662800	16.0	739.0
5666400	16.0	700.0
5670000	16.0	764.0
5673600	23.0	1405.0
5677200	22.0	1400.0
5680800	20.0	1500.0
5684400	20.0	1500.0
5688000	16.0	700.0
5691600	16.0	700.0
5695200	16.0	700.0
5698800	16.0	800.0
5702400	16.0	700.0
5706000	16.0	700.0
5709600	16.0	741.0
5713200	16.0	700.0
5716800	16.0	764.0
5720400	15.89	800.0
5724000	16.0	800.0
5727600	16.0	800.0
5731200	16.0	800.0
5734800	16.0	800.0
5738400	16.0	800.0
5742000	16.0	800.0
5745600	16.0	735.0
5749200	16.0	700.0
5752800	21.0	1300.0
5756400	22.0	1398.0
5760000	23.0	1304.0
5763600	23.0	1234.0
5767200	22.99	1209.0
5770800	22.0	1301.0
5774400	22.0	1202.0
5778000	17.0	1400.0
5781600	16.0	700.0
5785200	19.0	1300.0
5788800	16.0	1500.0
5792400	16.0	1100.0
5796000	20.0	1200.0
5799600	20.0	1200.0
5803200	21.0	1299.0
5806800	21.0	1299.0
5810400	20.0	1500.0
5814000	20.0	1300.0
5817600	20.0	1299.0
5821200	20.0	1500.0
5824800	20.0	1500.0
5828400	20.0	1200.0
5832000	16.0	749.0
5835600	16.0	700.0
5839200	21.0	1300.0
5842800	22.0	1493.0
5846400	23.0	1396.0
5850000	23.0	1490.0
5853600	23.0	1397.0
5857200	23.0	1203.0
5860800	21.0	1495.0
5864400	18.0	1300.0
5868000	16.0	800.0
5871600	16.0	854.0
5875200	16.0	700.0
5878800	16.0	700.0
5882400	15.52	800.0
5886000	15.74	800.0
5889600	15.86	800.0
5893200	15.96	800.0
5896800	15.96	800.0
5900400	15.96	800.0
5904000	16.0	800.0
5907600	16.0	800.0
5911200	15.92	800.0
5914800	15.92	800.0
5918400	16.0	700.0
5922000	16.0	700.0
5925600	17.0	1400.0
5929200	16.0	894.0
5932800	17.0	1400.0
5936400	19.0	1200.0
5940000	21.0	1500.0
5943600	16.0	700.0
5947200	16.0	700.0
5950800	16.0	700.0
5954400	16.0	800.0
5958000	16.0	800.0
5961600	16.0	800.0
5965200	15.96	800.0
5968800	16.0	800.0
5972400	16.0	800.0
5976000	15.98	800.0
5979600	16.0	700.0
5983200	16.0	746.0
5986800	16.0	800.0
5990400	16.0	700.0
5994000	16.0	700.0
5997600	16.0	795.0
6001200	16.0	700.0
6004800	16.0	700.0
6008400	16.0	700.0
6012000	16.0	862.0
6015600	22.0	1200.0
6019200	23.0	1229.0
6022800	23.0	1495.0
6026400	23.0	1403.0
6030000	23.0	1295.0
6033600	22.0	1201.0
6037200	18.0	1300.0
6040800	16.0	800.0
6044400	16.0	700.0
6048000	16.0	700.0
6051600	15.68	800.0
6055200	15.88	800.0
6058800	15.98	800.0
6062400	15.98	800.0
6066000	15.96	800.0
6069600	16.0	800.0
6073200	16.0	800.0
6076800	16.0	800.0
6080400	16.0	800.0
6084000	16.0	800.0
6087600	16.0	800.0
6091200	16.0	700.0
6094800	16.0	700.0
6098400	21.0	1299.0
6102000	22.0	1498.0
6105600	23.0	1299.0
6109200	23.0	1411.0
6112800	23.0	1395.0
6116400	22.0	1328.0
6120000	16.0	770.0
6123600	16.0	700.0
6127200	16.0	700.0
6130800	16.0	800.0
6134400	16.0	700.0
6138000	16.0	700.0
6141600	16.0	700.0
6145200	16.0	700.0
6148800	16.0	700.0
6152400	16.0	700.0
6156000	16.0	700.0
6159600	16.0	1100.0
6163200	16.0	700.0
6166800	16.0	700.0
6170400	16.0	700.0
6174000	16.0	1500.0
6177600	16.0	700.0
6181200	16.0	700.0
6184800	21.0	1357.0
6188400	22.94	1226.0
6192000	23.0	1399.0
6195600	23.0	1490.0
6199200	23.0	1490.0
6202800	23.0	1301.0
6206400	22.0	1202.0
6210000	19.0	1200.0
6213600	16.0	800.0
6217200	16.0	1082.0
6220800	16.0	700.0
6224400	16.0	700.0
6228000	16.0	700.0
6231600	16.0	700.0
6235200	16.0	700.0
6238800	16.0	1500.0
6242400	17.0	1400.0
6246000	19.0	1239.0
6249600	17.0	1400.0
6253200	16.0	1500.0
6256800	16.0	700.0
6260400	16.0	700.0
6264000	16.0	700.0
6267600	16.0	700.0
6271200	19.0	1300.0
6274800	22.0	1299.0
6278400	23.0	1202.0
6282000	23.0	1401.0
6285600	23.0	1300.0
6289200	23.0	1232.0
6292800	20.0	1300.0
6296400	17.0	1400.0
6300000	16.0	700.0
6303600	15.81	800.0
6307200	21.0	1299.0
6310800	20.0	1300.0
6314400	17.0	1400.0
6318000	17.0	1400.0
6321600	17.0	1400.0
6325200	20.0	1500.0
6328800	20.0	1299.0
6332400	19.0	1200.0
6336000	19.0	1200.0
6339600	18.0	1300.0
6343200	16.0	1076.0
6346800	20.0	1500.0
6350400	16.0	741.0
6354000	16.0	700.0
6357600	16.0	700.0
6361200	16.0	1494.0
6364800	22.0	1491.0
6368400	23.0	1400.0
6372000	23.0	1301.0
6375600	21.0	1496.0
6379200	20.0	1200.0
6382800	16.0	1097.0
6386400	16.0	700.0
6390000	16.0	800.0
6393600	19.0	1200.0
6397200	16.0	752.0
6400800	16.0	700.0
6404400	16.0	700.0
6408000	16.0	700.0
6411600	16.0	700.0
6415200	16.0	700.0
6418800	16.0	700.0
6422400	16.0	800.0
6426000	16.0	800.0
6429600	15.66	800.0
6433200	15.63	800.0
6436800	16.0	800.0
6440400	16.0	700.0
6444000	16.0	700.0
6447600	16.0	886.0
6451200	18.0	1300.0
6454800	19.0	1200.0
6458400	16.0	751.0
6462000	16.0	700.0
6465600	16.0	700.0
6469200	16.0	800.0
6472800	16.0	800.0
6476400	16.0	700.0
6480000	16.0	800.0
6483600	16.0	700.0
6487200	16.0	700.0
6490800	16.0	868.0
6494400	16.0	700.0
6498000	16.0	886.0
6501600	16.0	868.0
6505200	16.0	780.0
6508800	16.0	868.0
6512400	16.0	1494.0
6516000	16.0	877.0
6519600	16.0	700.0
6523200	16.0	800.0
6526800	16.0	700.0
6530400	16.0	700.0
6534000	16.0	700.0
6537600	21.0	1500.0
6541200	22.0	1200.0
6544800	21.0	1400.0
6548400	22.0	1497.0
6552000	22.0	1301.0
6555600	19.0	1300.0
6559200	16.0	700.0
6562800	16.0	800.0
6566400	16.0	1500.0
6570000	16.0	756.0
6573600	16.0	1082.0
6577200	16.0	896.0
6580800	16.0	700.0
6584400	15.9	800.0
6588000	15.96	800.0
6591600	16.0	700.0
6595200	16.0	700.0
6598800	16.0	800.0
6602400	16.0	700.0
6606000	16.0	700.0
6609600	16.0	800.0
6613200	16.0	700.0
6616800	19.0	1200.0
6620400	20.56	1388.0
6624000	22.0	1301.0
6627600	19.0	1300.0
6631200	22.0	1495.0
6634800	23.0	1206.0
6638400	22.0	1202.0
6642000	19.0	1200.0
6645600	16.0	756.0
6649200	16.0	700.0
6652800	15.74	800.0
6656400	15.92	800.0
6660000	15.9	800.0
6663600	15.92	800.0
6667200	16.0	800.0
6670800	16.0	800.0
6674400	16.0	800.0
6678000	16.0	800.0
6681600	16.0	800.0
6685200	16.0	800.0
6688800	16.0	800.0
6692400	15.96	800.0
6696000	15.96	800.0
6699600	16.0	749.0
6703200	16.0	700.0
6706800	16.0	700.0
6710400	16.0	1097.0
6714000	20.0	1300.0
6717600	22.0	1400.0
6721200	16.0	700.0
6724800	16.0	700.0
6728400	16.0	700.0
6732000	16.0	700.0
6735600	16.0	800.0
6739200	15.85	800.0
6742800	15.9	800.0
6746400	15.92	800.0
6750000	15.92	800.0
6753600	16.0	700.0
6757200	16.0	764.0
6760800	16.0	700.0
6764400	16.0	800.0
6768000	15.92	800.0
6771600	16.0	700.0
6775200	16.0	700.0
6778800	16.0	700.0
6782400	16.0	700.0
6786000	16.0	700.0
6789600	21.0	1500.0
6793200	23.0	1285.0
6796800	22.0	1491.0
6800400	23.0	1490.0
6804000	23.0	1490.0
6807600	22.0	1301.0
6811200	22.0	1299.0
6814800	19.0	1300.0
6818400	16.0	795.0
6822000	17.0	1400.0
6825600	16.0	700.0
6829200	16.0	700.0
6832800	16.0	700.0
6836400	16.0	700.0
6840000	16.0	700.0
6843600	16.0	1093.0
6847200	16.0	756.0
6850800	16.0	1500.0
6854400	16.0	1500.0
6858000	15.98	800.0
6861600	16.0	800.0
6865200	16.0	700.0
6868800	16.0	700.0
6872400	16.0	700.0
6876000	20.0	1240.0
6879600	16.0	1500.0
6883200	22.0	1200.0
6886800	23.0	1234.0
6890400	23.0	1403.0
6894000	23.0	1206.0
6897600	20.0	1500.0
6901200	16.0	1094.0
6904800	16.0	700.0
6908400	16.0	800.0
6912000	17.0	1400.0
6915600	16.0	700.0
6919200	16.0	700.0
6922800	16.0	700.0
6926400	16.0	700.0
6930000	16.0	780.0
6933600	16.0	1097.0
6937200	16.0	1494.0
6940800	16.0	700.0
6944400	16.0	777.0
6948000	17.0	1400.0
6951600	15.94	800.0
6955200	16.0	700.0
6958800	16.0	1100.0
6962400	22.0	1201.0
6966000	23.0	1299.0
6969600	23.0	1495.0
6973200	23.0	1495.0
6976800	23.0	1495.0
6980400	21.0	1500.0
6984000	22.0	1300.0
6987600	20.0	1200.0
6991200	16.0	700.0
6994800	16.0	800.0
6998400	17.0	1400.0
7002000	16.0	1500.0
7005600	17.0	1400.0
7009200	16.96	1404.0
7012800	17.0	1400.0
7016400	16.0	751.0
7020000	16.0	1094.0
7023600	16.0	1100.0
7027200	16.0	700.0
7030800	16.0	700.0
7034400	16.0	700.0
7038000	16.0	700.0
7041600	16.0	800.0
7045200	16.0	700.0
7048800	21.0	1299.0
7052400	23.0	1201.0
7056000	23.0	1488.0
7059600	23.0	1490.0
7063200	23.0	1490.0
7066800	23.0	1394.0
7070400	22.0	1299.0
7074000	20.0	1200.0
7077600	16.0	700.0
7081200	16.0	800.0
7084800	16.0	700.0
7088400	16.0	764.0
7092000	15.56	800.0
7095600	15.52	800.0
7099200	15.68	800.0
7102800	15.88	800.0
7106400	16.0	800.0
7110000	15.96	800.0
7113600	15.98	800.0
7117200	16.0	800.0
7120800	16.0	800.0
7124400	16.0	800.0
7128000	16.0	700.0
7131600	16.0	1500.0
7135200	22.0	1200.0
7138800	23.0	1299.0
7142400	23.0	1490.0
7146000	23.0	1490.0
7149600	23.0	1490.0
7153200	23.0	1303.0
7156800	22.0	1301.0
7160400	20.0	1200.0
7164000	16.0	700.0
7167600	16.0	800.0
7171200	17.0	1400.0
7174800	16.0	700.0
7178400	16.0	700.0
7182000	16.0	800.0
7185600	15.5	800.0
7189200	15.5	800.0
7192800	15.86	800.0
7196400	15.72	800.0
7200000	15.72	800.0
7203600	16.0	800.0
7207200	15.74	800.0
7210800	15.8	800.0
7214400	16.0	700.0
7218000	16.0	700.0
7221600	16.0	755.0
7225200	21.0	1397.0
7228800	23.0	1301.0
7232400	23.0	1301.0
7236000	23.0	1490.0
7239600	23.0	1301.0
7243200	21.0	1398.0
7246800	16.0	1500.0
7250400	16.0	700.0
7254000	16.0	800.0
7257600	21.0	1397.0
7261200	20.0	1200.0
7264800	16.0	1500.0
7268400	16.0	884.0
7272000	16.0	751.0
7275600	16.0	700.0
7279200	16.0	700.0
7282800	16.0	700.0
7286400	16.0	800.0
7290000	15.98	800.0
7293600	15.98	800.0
7297200	16.0	800.0
7300800	16.0	700.0
7304400	16.0	1500.0
7308000	21.0	1500.0
7311600	21.0	1397.0
7315200	23.0	1490.0
7318800	23.0	1490.0
7322400	23.0	1470.0
7326000	23.0	1208.0
7329600	22.0	1202.0
7333200	19.0	1300.0
7336800	16.0	700.0
7340400	16.0	800.0
7344000	20.0	1300.0
7347600	20.0	1500.0
7351200	17.0	1400.0
7354800	16.0	700.0
7358400	16.0	700.0
7362000	16.0	700.0
7365600	16.0	765.0
7369200	16.0	734.0
7372800	16.0	700.0
7376400	16.0	800.0
7380000	16.0	800.0
7383600	16.0	800.0
7387200	16.0	700.0
7390800	17.0	1400.0
7394400	21.0	1500.0
7398000	23.0	1233.0
7401600	23.0	1500.0
7405200	23.0	1499.0
7408800	23.0	1497.0
7412400	23.0	1300.0
7416000	22.0	1202.0
7419600	20.0	1200.0
7423200	16.0	700.0
7426800	16.0	800.0
7430400	21.0	1300.0
7434000	19.0	1200.0
7437600	16.0	886.0
7441200	16.0	700.0
7444800	16.0	700.0
7448400	16.0	700.0
7452000	16.0	700.0
7455600	16.0	800.0
7459200	16.0	800.0
7462800	16.0	800.0
7466400	16.0	800.0
7470000	16.0	800.0
7473600	16.0	700.0
7477200	16.0	1079.0
7480800	21.0	1400.0
7484400	23.0	1233.0
7488000	22.0	1500.0
7491600	17.0	1400.0
7495200	21.0	1500.0
7498800	20.0	1500.0
7502400	16.0	1500.0
7506000	16.0	700.0
7509600	16.0	700.0
7513200	16.0	800.0
7516800	16.0	1073.0
7520400	16.0	700.0
7524000	16.0	700.0
7527600	16.0	700.0
7531200	16.0	733.0
7534800	16.0	800.0
7538400	15.69	800.0
7542000	15.89	800.0
7545600	15.89	800.0
7549200	15.89	800.0
7552800	16.0	700.0
7556400	16.0	800.0
7560000	16.0	700.0
7563600	16.0	700.0
7567200	20.0	1300.0
7570800	20.0	1500.0
7574400	23.0	1304.0
7578000	22.0	1387.0
7581600	22.94	1222.0
7585200	22.0	1492.0
7588800	21.0	1299.0
7592400	19.0	1200.0
7596000	16.0	700.0
7599600	16.0	755.0
7603200	21.0	1400.0
7606800	20.0	1300.0
7610400	20.0	1200.0
7614000	20.0	1300.0
7617600	21.0	1300.0
7621200	21.0	1301.0
7624800	19.0	1300.0
7628400	20.0	1200.0
7632000	20.0	1200.0
7635600	19.0	1200.0
7639200	20.0	1200.0
7642800	16.0	800.0
7646400	15.98	700.0
7650000	15.98	1091.0
7653600	20.0	1300.0
7657200	23.0	1208.0
7660800	21.0	1500.0
7664400	22.0	1200.0
7668000	23.0	1471.0
7671600	23.0	1207.0
7675200	21.0	1500.0
7678800	19.0	1293.0
7682400	16.0	700.0
7686000	16.0	800.0
7689600	20.0	1500.0
7693200	20.0	1300.0
7696800	20.0	1200.0
7700400	19.0	1300.0
7704000	19.0	1300.0
7707600	21.0	1400.0
7711200	19.0	1200.0
7714800	20.0	1500.0
7718400	20.0	1200.0
7722000	19.0	1300.0
7725600	17.0	1400.0
7729200	19.0	1200.0
7732800	16.0	890.0
7736400	16.0	729.0
7740000	16.0	700.0
7743600	16.0	700.0
7747200	16.0	700.0
7750800	20.0	1300.0
7754400	20.0	1500.0
7758000	16.0	1494.0
7761600	19.0	1200.0
7765200	16.0	700.0
7768800	16.0	700.0
7772400	16.0	800.0
7776000	16.0	700.0
7779600	16.0	700.0
7783200	15.87	800.0
7786800	15.91	800.0
7790400	16.0	737.0
7794000	15.87	800.0
7797600	15.89	800.0
7801200	15.94	800.0
7804800	16.0	800.0
7808400	16.0	800.0
7812000	16.0	800.0
7815600	16.0	800.0
7819200	16.0	700.0
7822800	16.0	700.0
7826400	20.0	1200.0
7830000	19.0	1205.0
7833600	18.0	1300.0
7837200	16.0	700.0
7840800	16.0	700.0
7844400	16.0	700.0
7848000	16.0	700.0
7851600	16.0	700.0
7855200	16.0	700.0
7858800	16.0	800.0
7862400	16.0	800.0
7866000	16.0	800.0
7869600	16.0	700.0
7873200	16.0	700.0
7876800	16.0	800.0
7880400	16.0	700.0
7884000	16.0	700.0
7887600	15.98	800.0
7891200	16.0	700.0
7894800	16.0	892.0
7898400	16.0	764.0
7902000	16.0	800.0
7905600	16.0	700.0
7909200	16.0	759.0
7912800	20.0	1300.0
7916400	18.0	1300.0
7920000	21.0	1400.0
7923600	16.0	1100.0
7927200	20.0	1500.0
7930800	19.0	1300.0
7934400	17.0	1400.0
7938000	16.0	1100.0
7941600	16.0	700.0
7945200	16.0	800.0
7948800	16.0	781.0
7952400	16.0	700.0
7956000	16.0	700.0
7959600	16.0	772.0
7963200	16.0	1500.0
7966800	17.0	1400.0
7970400	16.0	1500.0
7974000	16.0	1500.0
7977600	16.0	894.0
7981200	16.0	777.0
7984800	16.0	700.0
7988400	16.0	700.0
7992000	16.0	800.0
7995600	16.0	700.0
7999200	16.0	700.0
8002800	18.0	1300.0
8006400	21.0	1300.0
8010000	21.0	1500.0
8013600	23.0	1300.0
8017200	21.0	1300.0
8020800	16.0	700.0
8024400	16.0	700.0
8028000	16.0	800.0
8031600	16.0	800.0
8035200	16.0	1091.0
8038800	16.0	700.0
8042400	16.0	776.0
8046000	16.0	700.0
8049600	16.0	700.0
8053200	16.0	800.0
8056800	16.0	770.0
8060400	16.0	800.0
8064000	16.0	800.0
8067600	16.0	800.0
8071200	16.0	800.0
8074800	16.0	898.0
8078400	16.0	700.0
8082000	16.0	700.0
8085600	20.0	1200.0
8089200	23.0	1304.0
8092800	23.0	1498.0
8096400	21.0	1400.0
8100000	22.0	1200.0
8103600	23.0	1405.0
8107200	22.0	1400.0
8110800	20.0	1300.0
8114400	16.0	700.0
8118000	16.0	800.0
8121600	16.0	700.0
8125200	16.0	700.0
8128800	16.0	700.0
8132400	16.0	700.0
8136000	18.0	1300.0
8139600	19.0	1200.0
8143200	16.0	1100.0
8146800	16.0	874.0
8150400	20.0	1300.0
8154000	20.0	1500.0
8157600	19.0	1200.0
8161200	16.0	800.0
8164800	16.0	700.0
8168400	20.0	1200.0
8172000	22.0	1396.0
8175600	23.0	1396.0
8179200	23.0	1495.0
8182800	23.0	1490.0
8186400	23.0	1491.0
8190000	23.0	1400.0
8193600	22.0	1397.0
8197200	20.0	1500.0
8200800	16.0	700.0
8204400	16.0	800.0
8208000	17.0	1400.0
